date,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2020/1/1,281.161224,287.539795,0.004977,0.6,8.398995
2020/1/2,273.836639,286.378082,0.004853,0.34,10.319114
2020/1/3,260.977386,271.651123,0.001013,0.24,0
2020/1/4,262.608459,272.923859,0.001365,0.23,0
2020/1/5,266.037689,273.956543,0.002309,0.15,0
2020/1/6,269.320007,274.499786,0.002833,0.13,0.592371
2020/1/7,257.464813,271.369781,0.001295,0.16,0
2020/1/8,255.694885,261.295837,0.000864,0.07,0
2020/1/9,254.150513,271.062134,0.000854,0.2,0
2020/1/10,264.084412,271.818604,0.001699,0.17,0
2020/1/11,256.653351,270.57193,0.000965,0.19,0
2020/1/12,261.506134,276.178497,0.001243,0.32,0
2020/1/13,268.724915,279.735596,0.002749,0.29,0
2020/1/14,280.18335,284.474762,0.003464,0.64,4.307885
2020/1/15,273.893707,279.088806,0.00393,0.19,2.182097
2020/1/16,269.62793,273.92334,0.00249,0.18,0.929823
2020/1/17,263.976807,271.721313,0.001702,0.17,0
2020/1/18,264.436951,276.43454,0.001829,0.27,0
2020/1/19,268.507996,273.66922,0.002289,0.18,0
2020/1/20,264.582581,271.559998,0.001828,0.15,0
2020/1/21,259.241272,271.871185,0.001021,0.23,0
2020/1/22,264.196869,272.83548,0.001085,0.29,0
2020/1/23,262.995636,276.424011,0.001135,0.35,0
2020/1/24,263.827423,277.771851,0.001475,0.35,0
2020/1/25,266.037933,277.821228,0.00216,0.28,0
2020/1/26,267.789551,279.092987,0.002577,0.28,0
2020/1/27,270.082642,276.124054,0.002749,0.2,7.516769
2020/1/28,270.743835,275.020142,0.002799,0.18,3.898119
2020/1/29,270.424988,273.741516,0.002523,0.18,3.338947
2020/1/30,272.153381,277.805969,0.002573,0.32,11.146109
2020/1/31,263.206909,275.495941,0.001977,0.2,0
2020/2/1,264.694214,279.13324,0.001904,0.34,0
2020/2/2,264.862671,281.768066,0.001684,0.47,0
2020/2/3,267.840851,281.753296,0.002334,0.41,0
2020/2/4,268.491791,275.569214,0.002834,0.15,0
2020/2/5,267.336945,273.169312,0.002338,0.15,0.476234
2020/2/6,266.522858,271.635498,0.002099,0.14,0
2020/2/7,264.329193,273.854279,0.001887,0.19,0
2020/2/8,267.388306,273.467834,0.002444,0.14,4.277888
2020/2/9,263.766663,273.172791,0.001849,0.17,0
2020/2/10,264.30481,275.772888,0.002171,0.19,14.721232
2020/2/11,265.805634,273.281891,0.002537,0.1,8.099113
2020/2/12,262.797852,269.762207,0.001777,0.1,0
2020/2/13,259.055237,271.431091,0.001356,0.16,0
2020/2/14,260.729736,274.678009,0.001413,0.24,0
2020/2/15,269.286377,275.957031,0.002746,0.18,7.33341
2020/2/16,270.491364,278.624878,0.003984,0.09,19.312124
2020/2/17,267.769226,274.688171,0.002661,0.14,14.797523
2020/2/18,262.164612,274.383575,0.002033,0.16,0
2020/2/19,265.673035,279.225861,0.002338,0.29,0
2020/2/20,268.087067,278.869904,0.002472,0.29,0
2020/2/21,268.456207,280.809875,0.002571,0.35,0
2020/2/22,268.647308,283.835938,0.002593,0.47,0
2020/2/23,270.489563,286.16864,0.003021,0.54,0.322551
2020/2/24,277.579498,285.220154,0.004562,0.43,7.103345
2020/2/25,274.596466,282.597595,0.004312,0.27,0.840938
2020/2/26,271.169098,280.893219,0.002797,0.36,0
2020/2/27,270.042633,283.407227,0.003089,0.4,0
2020/2/28,273.048035,281.006958,0.003631,0.28,11.787099
2020/2/29,271.187592,279.404053,0.00337,0.23,11.454102
2020/3/1,269.327148,277.801117,0.003109,0.18,11.121104
2020/3/2,263.279846,271.460602,0.001593,0.17,0
2020/3/3,258.664703,266.387299,0.00108,0.12,0
2020/3/4,258.576996,269.843842,0.001055,0.18,0
2020/3/5,261.524994,269.036255,0.001623,0.1,16.262037
2020/3/6,257.234039,270.506531,0.001596,0.1,0
2020/3/7,257.20047,272.914734,0.001464,0.16,0
2020/3/8,267.91806,278.455078,0.003148,0.17,2.312335
2020/3/9,271.068085,278.518005,0.003036,0.25,1.067749
2020/3/10,265.536346,279.316803,0.002378,0.28,0
2020/3/11,269.999786,280.283813,0.002933,0.3,2.263292
2020/3/12,264.634308,273.796661,0.001482,0.25,0
2020/3/13,265.423248,280.4039,0.00238,0.32,15.558722
2020/3/14,267.068146,276.938263,0.00269,0.18,4.946118
2020/3/15,262.74118,275.91568,0.001521,0.28,0
2020/3/16,265.45224,277.84787,0.002222,0.26,0
2020/3/17,267.459198,280.075806,0.002813,0.27,5.755708
2020/3/18,273.897949,281.308563,0.004171,0.23,29.076769
2020/3/19,267.235352,278.642578,0.002108,0.33,0
2020/3/20,265.214508,279.12854,0.001996,0.33,0
2020/3/21,267.755432,276.94989,0.002822,0.17,3.900996
2020/3/22,267.945129,280.856995,0.002686,0.32,0.636773
2020/3/23,269.567963,281.520905,0.002822,0.35,0.79981
2020/3/24,273.347229,286.640472,0.003982,0.48,3.001662
2020/3/25,273.115692,284.475433,0.005282,0.17,11.13517
2020/3/26,269.983002,281.882477,0.002855,0.37,0
2020/3/27,271.22464,286.632141,0.003122,0.56,0
2020/3/28,274.638153,284.495453,0.003576,0.47,3.970583
2020/3/29,275.379974,283.266144,0.003637,0.42,0
2020/3/30,269.508392,279.39798,0.002143,0.38,0
2020/3/31,271.370941,290.042328,0.003651,0.67,1.245654
2020/4/1,272.236053,285.059265,0.005654,0.12,17.32555
2020/4/2,269.807251,279.047241,0.002921,0.26,0.411993
2020/4/3,269.976532,279.833588,0.002561,0.34,0
2020/4/4,271.895386,278.713501,0.002746,0.31,0
2020/4/5,269.48407,283.732727,0.002994,0.41,0
2020/4/6,271.158142,285.699188,0.003343,0.48,0
2020/4/7,271.922546,286.833832,0.003314,0.56,0
2020/4/8,273.098816,290.334961,0.003304,0.78,0
2020/4/9,274.735107,287.591736,0.004392,0.49,0
2020/4/10,271.532104,276.441101,0.004808,0,14.016509
2020/4/11,276.6745,290.901184,0.004629,0.7,0
2020/4/12,276.328949,297.264801,0.004503,1.2,0
2020/4/13,279.853271,288.445587,0.004529,0.67,0.913899
2020/4/14,274.728882,281.740082,0.002894,0.46,0
2020/4/15,269.931519,279.862366,0.002552,0.34,0
2020/4/16,271.408997,279.274017,0.002704,0.33,0
2020/4/17,266.783081,285.877808,0.002321,0.57,0
2020/4/18,271.327332,281.810852,0.005059,0.06,3.794843
2020/4/19,277.919159,288.996246,0.004709,0.61,0
2020/4/20,273.398651,293.311035,0.003814,0.91,0
2020/4/21,282.261108,295.150665,0.006342,0.94,0
2020/4/22,287.346222,297.683594,0.007214,1.26,0
2020/4/23,279.489014,297.239136,0.006486,0.99,1.613179
2020/4/24,288.21701,297.262512,0.008434,1.08,9.167337
2020/4/25,277.223785,290.177704,0.004627,0.67,0
2020/4/26,274.996765,295.713562,0.003958,1.12,0.945145
2020/4/27,282.129547,297.797821,0.006752,1.1,0
2020/4/28,287.445007,297.950043,0.008027,1.16,1.3797
2020/4/29,279.454773,303.228607,0.005746,1.74,0
2020/4/30,280.323425,292.794556,0.007889,0.45,8.04377
2020/5/1,282.563019,293.623596,0.007941,0.59,7.235123
2020/5/2,280.178894,290.140808,0.006115,0.54,1.64421
2020/5/3,277.50174,285.688416,0.00465,0.43,0
2020/5/4,276.273499,290.56723,0.004546,0.68,0
2020/5/5,276.952606,292.653046,0.005454,0.7,0.615444
2020/5/6,277.48053,286.689697,0.005369,0.37,0.322058
2020/5/7,275.20752,285.919464,0.00386,0.5,0
2020/5/8,274.139801,291.837189,0.004371,0.74,1.142314
2020/5/9,281.495392,299.370148,0.007605,1.1,0.765787
2020/5/10,278.50766,294.874817,0.005074,0.98,0.581585
2020/5/11,275.616455,296.189117,0.00456,1.08,0.280709
2020/5/12,287.529633,295.76474,0.008102,0.96,5.756184
2020/5/13,276.999664,290.84314,0.00454,0.72,1.15456
2020/5/14,275.6073,293.36441,0.004344,0.89,0.598205
2020/5/15,275.616455,293.970215,0.004497,0.91,0
2020/5/16,276.388306,294.828369,0.004834,0.95,0
2020/5/17,278.200195,294.874695,0.005092,0.96,0
2020/5/18,279.050018,289.873413,0.005343,0.6,5.318624
2020/5/19,284.666443,293.651459,0.009365,0.47,9.184654
2020/5/20,279.651459,293.81955,0.007518,0.56,0
2020/5/21,279.668243,299.67041,0.006919,1.17,0.365553
2020/5/22,280.794464,301.812408,0.008061,1.27,0.715442
2020/5/23,287.206177,290.467865,0.008274,0.53,4.933147
2020/5/24,278.218018,296.479675,0.00505,1.1,0
2020/5/25,282.076599,294.676331,0.006043,0.94,0
2020/5/26,278.971985,290.353363,0.006077,0.52,0
2020/5/27,276.583588,290.348114,0.00545,0.54,0
2020/5/28,276.522491,290.255981,0.004307,0.71,0
2020/5/29,275.037201,290.40683,0.004124,0.71,0
2020/5/30,277.092926,291.647705,0.004626,0.77,0
2020/5/31,276.965729,295.910706,0.005121,1.01,0
2020/6/1,278.774994,298.14093,0.006503,1.05,0.370398
2020/6/2,282.999359,297.449524,0.009282,0.72,7.081916
2020/6/3,283.74765,291.832153,0.00726,0.61,0.382092
2020/6/4,275.189941,290.355042,0.005144,0.55,0
2020/6/5,273.520599,295.330902,0.004792,0.92,0
2020/6/6,281.560059,298.113892,0.007611,0.98,0
2020/6/7,287.783905,295.879028,0.009749,0.74,2.19903
2020/6/8,275.950714,293.78244,0.005158,0.8,0
2020/6/9,274.741913,298.447479,0.005085,1.18,0
2020/6/10,282.899811,299.765717,0.00928,0.94,12.361555
2020/6/11,289.692078,298.767883,0.012059,0.77,5.731167
2020/6/12,287.09024,294.638702,0.011137,0.39,26.805002
2020/6/13,280.352386,295.756622,0.006369,0.91,0.457399
2020/6/14,277.074677,297.427338,0.005808,1.04,0
2020/6/15,279.829468,298.895325,0.007456,1.02,0
2020/6/16,285.901215,300.162048,0.011291,0.82,10.543308
2020/6/17,282.173157,300.913452,0.008593,1.14,0.600986
2020/6/18,286.103546,293.603943,0.008959,0.59,1.282095
2020/6/19,278.270752,299.230194,0.006055,1.21,0
2020/6/20,283.829437,297.892578,0.008253,0.95,2.469471
2020/6/21,283.234406,297.705231,0.008421,0.88,3.185291
2020/6/22,280.037262,302.529541,0.007182,1.46,0
2020/6/23,282.303131,291.647095,0.010163,0.1,7.690996
2020/6/24,279.517395,293.098907,0.006048,0.72,0
2020/6/25,278.220123,296.847961,0.005646,1.05,0
2020/6/26,280.464905,301.917236,0.006816,1.46,0
2020/6/27,285.04248,307.910461,0.009028,2.11,0
2020/6/28,287.179382,304.022095,0.011264,1.33,2.256602
2020/6/29,288.788361,301.169067,0.011799,1,11.829418
2020/6/30,290.419739,294.960724,0.011638,0.53,1.254666
2020/7/1,287.292877,300.422668,0.011391,0.9,1.087837
2020/7/2,289.058044,296.252411,0.011817,0.53,16.339172
2020/7/3,280.394012,297.155365,0.006739,0.98,0
2020/7/4,284.075165,298.909821,0.008687,0.99,4.148527
2020/7/5,281.54187,297.969482,0.008628,0.81,0
2020/7/6,284.879761,298.90625,0.01016,0.81,0
2020/7/7,287.16803,298.024689,0.011824,0.59,3.574367
2020/7/8,291.588837,302.829742,0.013884,1.06,8.973988
2020/7/9,289.514862,304.04953,0.012801,1.24,0.73653
2020/7/10,288.811951,298.141724,0.012606,0.57,1.461756
2020/7/11,288.250885,299.108673,0.01225,0.69,1.988134
2020/7/12,288.457214,300.931305,0.012617,0.84,0
2020/7/13,287.481415,301.993317,0.012146,0.97,0.960067
2020/7/14,289.28244,300.998688,0.013648,0.74,16.093494
2020/7/15,287.049957,302.009766,0.010807,1.15,3.937264
2020/7/16,287.457581,300.425995,0.010986,0.97,0
2020/7/17,287.010223,300.586792,0.012073,0.8,7.578652
2020/7/18,287.270355,300.796936,0.010955,1,1.449882
2020/7/19,285.20343,302.969666,0.009617,1.35,0.349505
2020/7/20,286.784119,303.917786,0.010332,1.44,0
2020/7/21,287.781342,305.107941,0.011856,1.42,0
2020/7/22,288.88147,299.983032,0.012698,0.75,0
2020/7/23,287.661224,303.107361,0.011946,1.14,0
2020/7/24,288.924683,296.79007,0.013097,0.38,5.684945
2020/7/25,287.612701,302.074829,0.011905,1.02,0
2020/7/26,287.098389,302.431946,0.011863,1.05,0
2020/7/27,289.702667,302.864288,0.013518,1,0
2020/7/28,291.795074,303.252716,0.015759,0.85,6.332189
2020/7/29,292.994629,304.097717,0.01604,1,12.888035
2020/7/30,291.348267,299.41748,0.014504,0.57,4.583183
2020/7/31,288.931519,297.234558,0.012416,0.52,1.569604
2020/8/1,285.973969,302.173676,0.009849,1.26,0
2020/8/2,286.156952,305.451416,0.010062,1.65,0
2020/8/3,287.332062,301.130463,0.012781,0.77,2.510762
2020/8/4,290.454681,301.880707,0.014353,0.8,0.704696
2020/8/5,287.601379,299.64621,0.012731,0.64,0.301361
2020/8/6,285.289856,302.352264,0.012696,0.82,3.55512
2020/8/7,286.476624,305.694214,0.0109,1.58,0
2020/8/8,286.650909,304.658264,0.011428,1.37,0
2020/8/9,285.697174,303.939392,0.009974,1.44,0
2020/8/10,285.905396,304.659332,0.010751,1.43,0
2020/8/11,289.971497,296.714386,0.01438,0.25,9.946982
2020/8/12,294.142853,304.326904,0.014466,1.34,7.053492
2020/8/13,287.151917,300.360535,0.010776,0.98,0
2020/8/14,283.978119,301.712585,0.009497,1.17,0
2020/8/15,287.83078,305.646912,0.011331,1.58,0.289769
2020/8/16,291.565704,298.748993,0.013482,0.67,1.779689
2020/8/17,288.527344,303.960144,0.014333,0.94,17.914562
2020/8/18,291.582001,298.526703,0.013239,0.69,1.117998
2020/8/19,283.999329,300.884857,0.008922,1.16,0
2020/8/20,282.988708,302.194366,0.008657,1.31,0
2020/8/21,283.630127,306.064575,0.009001,1.78,0
2020/8/22,286.078369,305.244659,0.010637,1.53,0
2020/8/23,287.608612,303.604156,0.012516,1.12,0.718152
2020/8/24,289.46524,301.546234,0.013843,0.78,2.004575
2020/8/25,288.676788,300.727234,0.012957,0.78,0.286838
2020/8/26,287.465668,300.759735,0.012052,0.85,0
2020/8/27,288.27948,301.867004,0.012307,0.98,0
2020/8/28,289.096832,302.646545,0.013151,0.99,0
2020/8/29,288.073242,303.27179,0.013364,0.98,0.534637
2020/8/30,289.339539,303.102142,0.013837,0.96,1.712331
2020/8/31,291.042969,300.753937,0.013728,0.81,4.956931
2020/9/1,286.271393,302.061829,0.011704,0.98,0
2020/9/2,286.354858,301.604126,0.011987,0.89,0
2020/9/3,284.101227,293.121979,0.008078,0.59,0
2020/9/4,276.668213,293.388123,0.005765,0.7,0.409808
2020/9/5,279.025879,296.328033,0.0074,0.76,2.464301
2020/9/6,286.381927,296.308472,0.011906,0.38,8.873748
2020/9/7,286.052765,298.932281,0.011385,0.68,0.450014
2020/9/8,285.601379,299.0672,0.011535,0.65,0
2020/9/9,288.063965,299.597198,0.013197,0.59,0.686511
2020/9/10,291.778259,300.885803,0.014588,0.74,4.677956
2020/9/11,290.255798,299.35376,0.013869,0.59,1.21259
2020/9/12,285.293335,301.230011,0.010044,1.09,0
2020/9/13,284.505554,302.665466,0.01037,1.17,0
2020/9/14,285.579315,302.638611,0.011087,1.11,0.322672
2020/9/15,288.923309,298.447693,0.012687,0.6,3.529427
2020/9/16,282.274353,290.89267,0.007359,0.48,0
2020/9/17,277.269043,296.692108,0.005075,1.09,0
2020/9/18,282.758881,301.664215,0.006848,1.51,0
2020/9/19,281.995605,305.492371,0.008157,1.76,0.326651
2020/9/20,285.688721,302.428345,0.011051,1.1,1.11528
2020/9/21,288.255859,301.219452,0.012307,0.9,1.519874
2020/9/22,287.48114,300.499969,0.011132,0.96,0.442033
2020/9/23,286.170105,298.185547,0.010956,0.68,5.082733
2020/9/24,285.974945,293.475464,0.00954,0.49,52.347397
2020/9/25,279.643738,290.609741,0.007134,0.4,0
2020/9/26,279.306183,293.470276,0.007344,0.55,0
2020/9/27,282.596405,293.13855,0.008663,0.45,3.087068
2020/9/28,278.035065,287.615356,0.005987,0.34,0
2020/9/29,276.387421,286.184326,0.005409,0.31,0.928892
2020/9/30,277.730042,299.733795,0.008147,0.93,27.011644
2020/10/1,284.504395,298.698669,0.00723,1.21,15.296681
2020/10/2,276.941956,283.287689,0.006131,0.09,31.6803
2020/10/3,280.90506,290.191742,0.007541,0.35,0
2020/10/4,282.320282,296.575928,0.009469,0.59,0.333652
2020/10/5,286.042816,295.305115,0.010389,0.51,1.840809
2020/10/6,285.306213,296.974548,0.009646,0.72,0.991337
2020/10/7,287.89386,296.477325,0.010985,0.61,4.586475
2020/10/8,277.324249,293.532532,0.006278,0.65,0
2020/10/9,280.544861,301.027313,0.008216,1.15,0
2020/10/10,291.020172,300.486572,0.013804,0.77,1.956342
2020/10/11,285.330383,298.159363,0.011019,0.63,7.72832
2020/10/12,278.438538,291.905701,0.006445,0.55,0.286091
2020/10/13,277.06604,289.065155,0.005667,0.44,0.463337
2020/10/14,280.373871,297.596649,0.007814,0.86,4.76527
2020/10/15,281.840454,298.861053,0.008608,0.91,0
2020/10/16,281.153809,289.794159,0.00825,0.23,15.331412
2020/10/17,273.838989,284.287079,0.003495,0.45,0
2020/10/18,269.25058,282.255035,0.003075,0.34,0
2020/10/19,272.775635,289.199707,0.00361,0.66,0
2020/10/20,274.494537,290.986298,0.004539,0.67,0
2020/10/21,278.206635,290.326202,0.006598,0.41,1.985491
2020/10/22,281.408539,290.443207,0.008211,0.29,0.510643
2020/10/23,272.197296,280.346619,0.005586,0,10.397409
2020/10/24,272.484955,292.476471,0.007059,0.34,25.787979
2020/10/25,272.017914,283.831665,0.00351,0.39,0
2020/10/26,270.908386,286.782867,0.003157,0.56,0
2020/10/27,285.664764,292.120758,0.006777,0.79,3.872076
2020/10/28,283.191742,286.780396,0.008254,0.14,5.060725
2020/10/29,282.287079,287.186218,0.00756,0.23,0.927923
2020/10/30,283.389984,290.389771,0.008276,0.35,0
2020/10/31,283.369751,289.626587,0.008281,0.3,0
2020/11/1,283.093872,296.106995,0.008289,0.76,0.628326
2020/11/2,276.764893,290.665955,0.006284,0.44,0.758099
2020/11/3,271.058685,279.210968,0.003563,0.19,2.93482
2020/11/4,271.476715,278.62149,0.003413,0.2,0
2020/11/5,270.025421,279.367401,0.002947,0.27,0
2020/11/6,268.898254,277.903168,0.002795,0.22,0
2020/11/7,268.752472,279.114227,0.002572,0.29,0
2020/11/8,268.843445,279.575867,0.002868,0.26,0
2020/11/9,269.658264,279.431305,0.002907,0.27,0.313836
2020/11/10,270.219055,282.286499,0.0033,0.32,0
2020/11/11,269.99176,282.560974,0.003296,0.33,0
2020/11/12,268.981262,283.862518,0.002987,0.41,0
2020/11/13,269.319641,284.351959,0.002905,0.45,0
2020/11/14,271.918457,281.250092,0.004501,0.13,4.883604
2020/11/15,273.288849,281.462891,0.004893,0.11,1.284612
2020/11/16,269.672089,279.063446,0.003092,0.23,0
2020/11/17,272.506989,277.940277,0.003557,0.18,0.794238
2020/11/18,270.773254,281.12619,0.003256,0.29,0
2020/11/19,272.661926,277.278046,0.004188,0.06,0.420301
2020/11/20,269.066498,280.749115,0.002984,0.29,0
2020/11/21,268.563599,283.841339,0.002628,0.46,0
2020/11/22,270.215454,287.346375,0.00296,0.6,0.595918
2020/11/23,273.332184,285.154053,0.004824,0.27,1.645899
2020/11/24,283.891907,286.274841,0.006836,0.36,11.822618
2020/11/25,272.721893,278.84729,0.00391,0.16,0.892688
2020/11/26,270.579712,282.075806,0.003285,0.32,0
2020/11/27,275.05658,280.343567,0.00429,0.2,0
2020/11/28,273.311188,284.50058,0.004037,0.36,0
2020/11/29,271.660492,281.771942,0.003879,0.24,0.780637
2020/11/30,272.108246,276.345581,0.003683,0.1,0
2020/12/1,271.536163,274.776031,0.0033,0.11,1.520668
2020/12/2,270.332886,275.287994,0.003084,0.13,0.721266
2020/12/3,270.235962,277.355164,0.003233,0.16,0
2020/12/4,267.885345,278.623413,0.003175,0.17,0
2020/12/5,273.620483,281.475342,0.004027,0.25,0.49458
2020/12/6,270.593597,278.703156,0.00383,0.12,1.891412
2020/12/7,266.621521,271.549835,0.002406,0.09,7.9052
2020/12/8,263.744171,278.332916,0.002341,0.23,11.294047
2020/12/9,260.040192,273.339447,0.0017,0.16,0
2020/12/10,265.803558,271.981781,0.00236,0.1,0
2020/12/11,264.2966,272.368469,0.002248,0.1,0
2020/12/12,260.279877,271.445526,0.001924,0.09,0
2020/12/13,267.22464,276.568512,0.002776,0.16,0
2020/12/14,261.106628,272.877167,0.001659,0.17,0
2020/12/15,259.67749,268.777771,0.001368,0.12,0
2020/12/16,263.182465,273.531219,0.002229,0.12,1.282561
2020/12/17,266.955688,273.611664,0.002862,0.07,0
2020/12/18,266.569489,271.717072,0.00238,0.1,0
2020/12/19,267.0383,274.632996,0.002864,0.1,1.307014
2020/12/20,268.972046,273.371429,0.003112,0.06,0.917515
2020/12/21,269.745239,274.283081,0.003104,0.09,2.129347
2020/12/22,261.47879,272.761658,0.002069,0.11,1.422879
2020/12/23,259.819611,268.842224,0.001389,0.12,0.315185
2020/12/24,263.168915,276.584961,0.00236,0.17,0.321548
2020/12/25,269.39035,273.578888,0.003171,0.06,3.294417
2020/12/26,268.706116,275.615997,0.003105,0.11,3.141827
2020/12/27,260.293335,272.762451,0.001926,0.12,0
2020/12/28,267.226715,278.643707,0.002525,0.26,0
